| Player | Agents | Rnd | R2.0 | ACS | K:D | KAST | ADR | KPR | APR | FKPR | FDPR | HS% | CL% | CL | KMax | K | D | A | FK | FD |
| [Klaus  SLT](/player/4426/klaus) | (+3) | 346 | 0.95 | 195.4 | 0.97 | 66% | 130.7 | 0.68 | 0.22 | 0.11 | 0.12 | 33% | 12% | 4/34 | [20](/528183/slt-seongnam-vs-fearx-challengers-2025-korea-wdg-stage-3-lbf) | 236 | 243 | 77 | 39 | 40 |
| [Flickless  GX](/player/6959/flickless) |  | 401 | 0.95 | 184.2 | 0.84 | 72% | 119.0 | 0.61 | 0.47 | 0.08 | 0.09 | 24% | 14% | 6/42 | [23](/530929/team-liquid-vs-giantx-vct-2025-emea-stage-2-ubsf) | 246 | 293 | 189 | 32 | 38 |
| [Esperanza  NFX](/player/1952/esperanza) |  | 447 | 0.95 | 184.4 | 0.93 | 70% | 122.1 | 0.68 | 0.23 | 0.06 | 0.09 | 34% | 21% | 12/56 | [26](/524999/fennel-vs-noez-foxx-challengers-league-2025-japan-finals-lbf) | 302 | 325 | 105 | 27 | 42 |
| [Xiaonuo  NFX](/player/17089/xiaonuo) |  | 411 | 0.95 | 176.2 | 0.90 | 75% | 112.6 | 0.64 | 0.43 | 0.06 | 0.06 | 25% | 22% | 14/64 | [24](/524999/fennel-vs-noez-foxx-challengers-league-2025-japan-finals-lbf) | 262 | 290 | 177 | 25 | 24 |
| [Peloncito  6K](/player/15931/peloncito) |  | 272 | 0.95 | 183.8 | 0.95 | 74% | 127.6 | 0.64 | 0.31 | 0.10 | 0.06 | 26% | 21% | 6/29 | [21](/505139/six-karma-vs-e-xolos-lazer-challengers-2025-latam-north-ace-stage-2-w4) | 174 | 183 | 85 | 27 | 17 |
| [Ivy  NS](/player/31829/ivy) |  | 400 | 0.95 | 178.9 | 0.96 | 70% | 114.7 | 0.64 | 0.21 | 0.07 | 0.07 | 28% | 4% | 2/46 | [23](/508831/rex-regum-qeon-vs-nongshim-redforce-vct-2025-pacific-stage-2-w2) | 256 | 267 | 85 | 26 | 28 |
| [starxo  JL](/player/565/starxo) |  | 218 | 0.95 | 184.9 | 0.97 | 77% | 129.8 | 0.62 | 0.35 | 0.08 | 0.09 | 26% | 7% | 1/14 | [19](/524279/joblife-vs-team-valiant-challengers-2025-france-revolution-split-3-ubf) | 136 | 140 | 77 | 17 | 19 |
| [Caedye  RID](/player/29841/caedye) | (+2) | 346 | 0.95 | 189.7 | 0.99 | 69% | 130.5 | 0.68 | 0.21 | 0.09 | 0.10 | 31% | 21% | 7/33 | [21](/510420/qt-dig-vs-riddle-order-challengers-2025-japan-split-3-w2) | 236 | 238 | 71 | 32 | 35 |
| [snw  SHI](/player/8892/snw) |  | 381 | 0.95 | 201.2 | 1.01 | 64% | 132.6 | 0.72 | 0.13 | 0.18 | 0.18 | 21% | 22% | 8/37 | [31](/505179/shinden-vs-leviat-n-academy-challengers-2025-latam-south-ace-stage-2-w6) | 275 | 271 | 49 | 67 | 67 |
| [GaryDaSnail  Oni](/player/36037/garydasnail) |  | 460 | 0.95 | 192.6 | 0.94 | 66% | 129.3 | 0.68 | 0.20 | 0.09 | 0.09 | 27% | 14% | 11/81 | [25](/523230/dinglerz-vs-invictus-esports-funhavergg-plain-jane-5-group-stage-winners-i) | 313 | 332 | 94 | 41 | 40 |
| [SoberSushi  TOP](/player/15408/sobersushi) | (+3) | 353 | 0.95 | 178.5 | 0.97 | 70% | 105.7 | 0.65 | 0.20 | 0.05 | 0.04 | 31% | 7% | 3/46 | [23](/522591/3-vs-tenax-gc-game-changers-2025-north-america-stage-2-r1) | 231 | 238 | 72 | 17 | 15 |
| [ban  GE](/player/5129/ban) | (+2) | 241 | 0.95 | 205.8 | 0.98 | 66% | 135.0 | 0.72 | 0.20 | 0.13 | 0.13 | 30% | 9% | 3/32 | [21](/508828/gen-g-vs-global-esports-vct-2025-pacific-stage-2-w2) | 174 | 178 | 47 | 31 | 31 |
| [Affect  Oni](/player/6605/affect) | (+3) | 565 | 0.95 | 211.4 | 0.92 | 68% | 134.5 | 0.70 | 0.33 | 0.12 | 0.15 | 24% | 11% | 6/54 | [24](/511450/blue-otter-vs-oni-occult-funhavergg-zero-in-qualifier-7-gs-winners-h) | 398 | 432 | 185 | 68 | 84 |
| [GrimReaper874  Pres](/player/13953/grimreaper874) | (+3) | 381 | 0.95 | 173.5 | 0.83 | 70% | 120.2 | 0.60 | 0.38 | 0.03 | 0.06 | 24% | 15% | 10/67 | [32](/529552/burger-boyz-vs-tenax-funhavergg-mad-science-draft-4-ro16) | 230 | 276 | 143 | 12 | 22 |
| [tdawgg  L11](/player/3007/tdawgg) | (+2) | 405 | 0.95 | 188.4 | 0.89 | 73% | 118.5 | 0.61 | 0.40 | 0.06 | 0.08 | 21% | 14% | 8/57 | [22](/532042/legacy-kingdom-vs-landor-challengers-2025-north-america-ace-stage-3-r7) | 247 | 276 | 162 | 24 | 34 |
| [Leo](/player/47858/leo) | (+3) | 429 | 0.95 | 222.5 | 0.94 | 67% | 146.8 | 0.76 | 0.28 | 0.16 | 0.17 | 23% | 13% | 5/40 | [25](/521367/burger-boyz-vs-tenax-funhavergg-plain-jane-4-playoffs-qf) | 328 | 348 | 118 | 68 | 71 |
| [NOBITA  QTD](/player/10769/nobita) |  | 271 | 0.95 | 187.0 | 0.87 | 67% | 128.9 | 0.64 | 0.28 | 0.08 | 0.09 | 33% | 12% | 5/42 | [19](/510420/qt-dig-vs-riddle-order-challengers-2025-japan-split-3-w2) | 173 | 198 | 77 | 22 | 24 |
| [JitBoyS  TLN](/player/13788/jitboys) | (+2) | 393 | 0.95 | 176.3 | 0.96 | 72% | 115.2 | 0.62 | 0.25 | 0.07 | 0.10 | 34% | 11% | 6/55 | [23](/530354/talon-vs-nongshim-redforce-vct-2025-pacific-stage-2-ur1) | 245 | 256 | 99 | 26 | 41 |
| [sayuri  MIBR.GC](/player/11239/sayuri) |  | 396 | 0.95 | 164.2 | 0.89 | 76% | 111.2 | 0.58 | 0.38 | 0.06 | 0.07 | 22% | 10% | 4/41 | [19](/510441/mibr-gc-vs-tbs-gc-game-changers-2025-brazil-stage-2-r4) | 228 | 256 | 152 | 22 | 27 |
| [FonTuz  Z11](/player/17303/fontuz) |  | 244 | 0.95 | 177.0 | 0.92 | 71% | 119.8 | 0.64 | 0.27 | 0.06 | 0.08 | 22% | 14% | 5/36 | [26](/521221/team-nkt-vs-z11-challengers-2025-southeast-asia-split-3-w2) | 156 | 169 | 66 | 15 | 19 |
| [Ethan  NRG](/player/11225/ethan) | (+3) | 424 | 0.95 | 183.2 | 0.88 | 75% | 117.9 | 0.60 | 0.47 | 0.05 | 0.08 | 23% | 10% | 4/40 | [23](/510140/nrg-vs-rex-regum-qeon-esports-world-cup-2025-winners-c) | 254 | 290 | 199 | 22 | 32 |
| [Lendary  TBS](/player/37115/lendary) | (+1) | 295 | 0.95 | 228.3 | 0.97 | 69% | 141.6 | 0.79 | 0.16 | 0.24 | 0.17 | 32% | 7% | 1/15 | [28](/533515/tbs-esports-gc-vs-n-o-estamos-aqui-game-changers-2025-brazil-last-chance-qualifier-ubf) | 232 | 240 | 47 | 72 | 51 |
| [Harmonee  ATNR](/player/30042/harmonee) |  | 768 | 0.95 | 184.1 | 0.93 | 71% | 116.7 | 0.63 | 0.30 | 0.08 | 0.10 | 22% | 16% | 15/92 | [27](/511859/alternate-attax-ruby-vs-neon-blade-equal-esports-queens-2025-contenders-s2-qualifier-ubf) | 486 | 524 | 229 | 62 | 74 |
| [Loweed  F4T](/player/8896/loweed) | (+2) | 405 | 0.95 | 188.6 | 0.90 | 70% | 123.6 | 0.65 | 0.31 | 0.12 | 0.10 | 34% | 8% | 6/74 | [22](/534262/f4tality-vs-remo-esports-exitlag-champz-open-qualify-2-sf) | 265 | 294 | 126 | 47 | 40 |
| [heat  FUR](/player/8673/heat) |  | 307 | 0.95 | 188.4 | 0.86 | 67% | 126.9 | 0.64 | 0.21 | 0.07 | 0.09 | 32% | 9% | 6/68 | [18](/509813/2game-esports-vs-furia-vct-2025-americas-stage-2-w3) | 197 | 228 | 63 | 23 | 28 |
| [SIMULACRA](/player/54664/simulacra) | (+1) | 324 | 0.95 | 173.5 | 0.89 | 71% | 110.5 | 0.64 | 0.26 | 0.07 | 0.04 | 38% | 14% | 7/49 | [23](/511013/artificial-intelligence-vs-berzerkers-dawn-game-changers-2025-north-america-stage-2-ubqf) | 206 | 231 | 85 | 22 | 14 |
| [Kally  BFX](/player/42793/kally) |  | 223 | 0.95 | 192.0 | 0.94 | 73% | 126.3 | 0.66 | 0.26 | 0.09 | 0.05 | 34% | 10% | 3/31 | [23](/511272/t1-academy-vs-fearx-challengers-2025-korea-wdg-stage-3-w4) | 148 | 158 | 58 | 21 | 12 |
| [mitch  C9](/player/612/mitch) |  | 298 | 0.95 | 182.1 | 0.90 | 74% | 118.1 | 0.59 | 0.41 | 0.07 | 0.12 | 19% | 22% | 7/32 | [18](/530906/sentinels-vs-cloud9-vct-2025-americas-stage-2-ubsf) | 175 | 195 | 123 | 22 | 37 |
| [silentzz  2G](/player/11921/silentzz) | (+2) | 308 | 0.95 | 195.7 | 0.96 | 66% | 132.2 | 0.71 | 0.16 | 0.11 | 0.11 | 35% | 9% | 4/43 | [26](/509803/evil-geniuses-vs-2game-esports-vct-2025-americas-stage-2-w1) | 218 | 226 | 49 | 33 | 34 |
| [PxS  DIRE](/player/13823/pxs) |  | 369 | 0.95 | 168.0 | 0.88 | 69% | 117.0 | 0.58 | 0.31 | 0.05 | 0.04 | 27% | 5% | 3/59 | [19](/518754/red-canids-vs-team-solid-challengers-2025-brazil-gamers-club-split-2-lbf) | 213 | 243 | 113 | 18 | 16 |
| [Emman  XIP](/player/9747/emman) | (+4) | 414 | 0.95 | 178.8 | 0.94 | 74% | 119.1 | 0.63 | 0.34 | 0.08 | 0.09 | 33% | 18% | 7/40 | [17](/509241/xipto-esports-vs-oasis-gaming-locked-n-loaded-philippines-2025-split-2-gf) | 262 | 280 | 140 | 33 | 36 |
| [Anima  EF](/player/12774/anima) | (+1) | 299 | 0.94 | 184.6 | 0.95 | 64% | 126.1 | 0.64 | 0.22 | 0.08 | 0.08 | 28% | 10% | 4/42 | [20](/511222/eternal-fire-vs-papara-supermassive-challengers-2025-t-rkiye-birlik-split-3-ur1) | 190 | 201 | 67 | 25 | 24 |
| [Imp  SZ](/player/50915/imp) |  | 234 | 0.94 | 233.8 | 0.96 | 66% | 152.1 | 0.78 | 0.26 | 0.21 | 0.21 | 27% | 15% | 2/13 | [28](/521560/ssp-numina-vs-streamerzone-indigo-equal-esports-queens-2025-split-3-ubqf) | 183 | 191 | 60 | 48 | 49 |
| [SUAVE](/player/54104/suave) | (+5) | 250 | 0.94 | 193.7 | 0.97 | 72% | 127.2 | 0.70 | 0.20 | 0.11 | 0.07 | 29% | 3% | 1/33 | [24](/516795/xyz-vs-og-challengers-2025-oceania-split-2-r3) | 174 | 180 | 49 | 27 | 18 |
| [poegii  Ging](/player/26837/poegii) | (+2) | 302 | 0.94 | 186.6 | 0.90 | 70% | 127.2 | 0.64 | 0.24 | 0.08 | 0.10 | 25% | 13% | 6/45 | [20](/524283/mandatory-vs-blx-corp-challengers-2025-france-revolution-split-3-lr2) | 194 | 216 | 72 | 24 | 30 |
| [majamia  Lil](/player/30251/majamia) |  | 221 | 0.94 | 174.2 | 0.88 | 71% | 122.6 | 0.64 | 0.28 | 0.04 | 0.07 | 27% | 13% | 3/24 | [32](/524806/boostgate-esports-vs-team-galaga-kitsune-game-changers-2025-emea-contenders-series-2-open-qualif) | 141 | 160 | 61 | 8 | 15 |
| [neT  C9](/player/6582/net) |  | 298 | 0.94 | 166.8 | 0.94 | 72% | 108.1 | 0.60 | 0.27 | 0.08 | 0.10 | 29% | 16% | 6/37 | [18](/530902/leviat-n-vs-cloud9-vct-2025-americas-stage-2-ur1) | 180 | 192 | 80 | 24 | 29 |
| [Cloudy  GGA](/player/9192/cloudy) |  | 270 | 0.94 | 180.5 | 0.89 | 73% | 121.5 | 0.64 | 0.30 | 0.04 | 0.08 | 30% | 6% | 2/32 | [18](/511288/slt-seongnam-vs-gen-g-global-academy-challengers-2025-korea-wdg-stage-3-w3) | 172 | 193 | 81 | 10 | 21 |
| [practo  BURG](/player/36036/practo) | (+7) | 1119 | 0.94 | 186.3 | 0.91 | 69% | 122.8 | 0.66 | 0.27 | 0.09 | 0.09 | 32% | 12% | 20/167 | [27](/511440/burger-boyz-vs-team-evictix-red-funhavergg-zero-in-qualifier-7-gs-winners-f) | 739 | 811 | 306 | 99 | 105 |
| [hellff  S8UL](/player/3627/hellff) | (+2) | 473 | 0.94 | 183.6 | 0.96 | 73% | 117.1 | 0.65 | 0.29 | 0.09 | 0.07 | 29% | 16% | 10/61 | [20](/511536/velocity-gaming-vs-s8ul-esports-challengers-2025-south-asia-ascension-qualifiers-gf) | 307 | 320 | 137 | 44 | 31 |
| [kon4n  DIRE](/player/1671/kon4n) | (+1) | 369 | 0.94 | 167.3 | 0.92 | 72% | 112.2 | 0.61 | 0.34 | 0.04 | 0.06 | 34% | 9% | 4/44 | [18](/518747/2game-academy-vs-team-solid-challengers-2025-brazil-gamers-club-split-2-ubsf) | 226 | 245 | 127 | 13 | 23 |
| [Akame](/player/42387/akame) |  | 318 | 0.94 | 211.9 | 1.00 | 69% | 131.3 | 0.76 | 0.18 | 0.18 | 0.18 | 20% | 13% | 2/16 | [22](/495165/nobody-in-coldan-vs-what-the-helly-breakpoint-2025-my-sg-split-3-ubf) | 241 | 242 | 57 | 57 | 56 |
| [xenom  MIBR](/player/20240/xenom) | (+1) | 242 | 0.94 | 168.5 | 0.92 | 74% | 110.9 | 0.60 | 0.34 | 0.07 | 0.04 | 35% | 13% | 4/31 | [20](/509831/mibr-vs-loud-vct-2025-americas-stage-2-w5) | 145 | 157 | 82 | 17 | 9 |
| [Toronto  MISA](/player/558/toronto) |  | 203 | 0.94 | 177.7 | 0.89 | 71% | 119.9 | 0.61 | 0.26 | 0.09 | 0.08 | 29% | 13% | 4/32 | [21](/511232/s2g-esports-vs-misa-esports-challengers-2025-t-rkiye-birlik-split-3-lr1) | 124 | 140 | 53 | 18 | 16 |
| [marteen  KC](/player/10307/marteen) | (+1) | 505 | 0.94 | 195.5 | 0.96 | 68% | 128.1 | 0.70 | 0.24 | 0.14 | 0.17 | 35% | 11% | 5/44 | [26](/511581/team-liquid-vs-karmine-corp-vct-2025-emea-stage-2-w5) | 355 | 371 | 123 | 70 | 84 |
| [nian](/player/55526/nian) | (+2) | 314 | 0.94 | 174.7 | 0.89 | 70% | 116.1 | 0.62 | 0.30 | 0.06 | 0.08 | 32% | 17% | 9/53 | [21](/520224/nx-vs-marlon-n-friends-challengers-2025-oceania-split-2-r4) | 196 | 220 | 95 | 18 | 26 |
| [Efina  T1A](/player/985/efina) | (+1) | 291 | 0.94 | 164.9 | 0.92 | 72% | 111.3 | 0.54 | 0.25 | 0.05 | 0.06 | 18% | 11% | 5/44 | [17](/528179/t1-academy-vs-slt-seongnam-challengers-2025-korea-wdg-stage-3-gf) | 158 | 172 | 72 | 14 | 18 |
| [LoRangeZ  SPE](/player/31498/lorangez) | (+2) | 215 | 0.94 | 180.7 | 0.89 | 73% | 119.2 | 0.63 | 0.35 | 0.05 | 0.09 | 35% | 16% | 5/32 | [20](/521239/fancy-united-esports-vs-sharper-esport-challengers-2025-southeast-asia-split-3-w5) | 135 | 152 | 75 | 10 | 20 |
| [PatMen  PRX](/player/13744/patmen) |  | 535 | 0.94 | 175.1 | 0.93 | 72% | 118.5 | 0.62 | 0.32 | 0.06 | 0.07 | 31% | 16% | 8/51 | [25](/508841/talon-vs-paper-rex-vct-2025-pacific-stage-2-w4) | 332 | 357 | 170 | 34 | 39 |
| [Cloud  GX](/player/4181/cloud) |  | 401 | 0.94 | 180.2 | 0.89 | 70% | 124.3 | 0.63 | 0.25 | 0.06 | 0.08 | 32% | 10% | 5/49 | [21](/511562/fut-esports-vs-giantx-vct-2025-emea-stage-2-w3) | 253 | 283 | 101 | 24 | 32 |
| [Saikiwi  UW.GC](/player/35867/saikiwi) |  | 211 | 0.94 | 188.7 | 0.93 | 66% | 126.6 | 0.69 | 0.27 | 0.08 | 0.11 | 37% | 21% | 5/24 | [22](/504894/zen-esports-gc-vs-university-war-gc-game-changers-2025-latam-south-stage-2-lbf) | 145 | 156 | 58 | 16 | 23 |
| [calamity  EVX](/player/47861/calamity) | (+4) | 720 | 0.94 | 225.4 | 0.99 | 66% | 147.0 | 0.79 | 0.20 | 0.16 | 0.16 | 25% | 18% | 7/39 | [28](/529555/alliance-guardians-vs-invictus-esports-funhavergg-mad-science-draft-4-qf) | 572 | 575 | 145 | 117 | 115 |
| [twilight](/player/46463/twilight) |  | 371 | 0.94 | 210.5 | 0.97 | 68% | 133.9 | 0.73 | 0.26 | 0.15 | 0.15 | 33% | 12% | 3/25 | [24](/512868/blue-eyes-white-dragon-vs-fancy-united-esports-challengers-2025-southeast-asia-split-3-a) | 272 | 279 | 98 | 56 | 56 |
| [ZynX  DRXA](/player/51099/zynx) |  | 324 | 0.94 | 201.9 | 0.95 | 65% | 133.7 | 0.69 | 0.23 | 0.10 | 0.10 | 32% | 2% | 1/55 | [24](/511284/drx-academy-vs-slt-seongnam-challengers-2025-korea-wdg-stage-3-w2) | 224 | 236 | 74 | 33 | 31 |
| [FalleN](/player/40579/fallen) | (+1) | 288 | 0.94 | 197.3 | 0.89 | 66% | 130.1 | 0.68 | 0.28 | 0.10 | 0.10 | 25% | 18% | 6/34 | [30](/510555/crimson-nova-x-vs-hotpot-enjoyers-challengers-2025-oceania-split-2-c) | 196 | 220 | 82 | 29 | 28 |
| [joms](/player/56784/joms) | (+2) | 321 | 0.94 | 181.3 | 0.89 | 68% | 118.8 | 0.63 | 0.22 | 0.07 | 0.07 | 34% | 12% | 4/34 | [21](/520219/e-king-vs-vina-side-hustle-challengers-2025-oceania-split-2-r4) | 202 | 228 | 72 | 21 | 22 |
| [moobs  WU](/player/9017/moobs) | (+1) | 594 | 0.94 | 182.2 | 0.96 | 65% | 124.7 | 0.64 | 0.19 | 0.09 | 0.11 | 31% | 19% | 13/68 | [25](/522011/winthrop-university-vs-yfp-challengers-2025-north-america-ace-stage-3-r4) | 379 | 396 | 113 | 51 | 63 |
| [Dantedeu5  KRÜ](/player/41135/dantedeu5) | (+1) | 432 | 0.94 | 197.0 | 0.95 | 71% | 127.4 | 0.69 | 0.25 | 0.14 | 0.17 | 25% | 10% | 2/21 | [29](/505160/oxen-vs-shinden-challengers-2025-latam-south-ace-stage-2-w2) | 297 | 314 | 109 | 62 | 73 |
| [sogo  FCN](/player/6445/sogo) |  | 313 | 0.94 | 210.3 | 0.97 | 64% | 139.1 | 0.74 | 0.17 | 0.17 | 0.19 | 25% | 10% | 2/21 | [27](/521362/yfp-pigeons-vs-jobuypower-funhavergg-plain-jane-4-playoffs-ro16) | 231 | 239 | 52 | 54 | 59 |
| [HanChe  AG](/player/42537/hanche) |  | 255 | 0.94 | 171.0 | 0.91 | 68% | 120.1 | 0.58 | 0.27 | 0.09 | 0.08 | 25% |  |  | [25](/506955/all-gamers-vs-funplus-phoenix-vct-2025-china-stage-2-w4) | 149 | 163 | 68 | 23 | 20 |
| [Battison  TTV](/player/43335/battison) | (+2) | 264 | 0.94 | 216.0 | 0.97 | 69% | 139.3 | 0.73 | 0.22 | 0.14 | 0.15 | 33% | 5% | 1/19 | [26](/523254/teevee-vs-artificial-intelligence-game-changers-2025-north-america-stage-2-r2-0-1) | 192 | 197 | 57 | 38 | 40 |
| [Hoodlum](/player/54107/hoodlum) |  | 292 | 0.94 | 228.6 | 0.92 | 69% | 149.2 | 0.79 | 0.25 | 0.09 | 0.09 | 40% | 8% | 2/25 | [26](/520251/og-vs-nx-challengers-2025-oceania-split-2-r7) | 231 | 252 | 73 | 27 | 25 |
| [HUYNH  FCN](/player/62/huynh) | (+1) | 256 | 0.94 | 192.8 | 0.90 | 68% | 127.8 | 0.67 | 0.24 | 0.09 | 0.13 | 18% | 9% | 3/34 | [26](/522530/jobuypower-vs-astral-nostalgia-funhavergg-plain-jane-4-groups-winners-f) | 172 | 192 | 61 | 24 | 33 |
| [ganter  OXÜ](/player/33566/ganter) | (+1) | 258 | 0.94 | 181.8 | 0.98 | 64% | 120.4 | 0.69 | 0.13 | 0.07 | 0.09 | 38% | 26% | 9/34 | [28](/505165/rebirth-esports-vs-9z-team-challengers-2025-latam-south-ace-stage-2-w3) | 178 | 181 | 34 | 19 | 23 |
| [marky  TS](/player/10217/marky) |  | 391 | 0.94 | 155.8 | 0.81 | 74% | 102.6 | 0.54 | 0.49 | 0.05 | 0.05 | 28% | 6% | 3/51 | [20](/512877/oasis-gaming-vs-xipto-esports-challengers-2025-southeast-asia-split-3-b) | 213 | 263 | 190 | 18 | 21 |
| [kalita  ZEN.GC](/player/11262/kalita) | (+1) | 268 | 0.93 | 191.6 | 0.91 | 69% | 125.9 | 0.66 | 0.36 | 0.07 | 0.10 | 26% | 14% | 6/42 | [21](/504889/university-war-gc-vs-zen-esports-gc-game-changers-2025-latam-south-stage-2-ubsf) | 176 | 194 | 96 | 18 | 26 |
| [Kozok  GN](/player/10448/kozok) |  | 239 | 0.93 | 168.5 | 0.90 | 69% | 114.2 | 0.61 | 0.27 | 0.05 | 0.04 | 21% | 7% | 3/41 | [31](/508863/animals-vs-colors-esport-challengers-2025-france-revolution-split-3-ubf) | 145 | 162 | 65 | 13 | 10 |
| [LOB  RC](/player/4477/lob) |  | 327 | 0.93 | 172.4 | 0.89 | 74% | 116.3 | 0.63 | 0.38 | 0.05 | 0.08 | 29% | 18% | 7/39 | [22](/510425/fennel-vs-reject-challengers-2025-japan-split-3-w2) | 205 | 230 | 125 | 15 | 27 |
| [KR1S](/player/56463/kr1s) |  | 247 | 0.93 | 171.7 | 0.86 | 70% | 118.5 | 0.57 | 0.23 | 0.04 | 0.08 | 27% | 16% | 5/31 | [20](/527769/full-house-vs-crimson-nova-x-challengers-2025-oceania-split-2-ubqf) | 142 | 165 | 56 | 10 | 20 |
| [Fair  BLUE](/player/30743/fair) | (+3) | 866 | 0.93 | 213.0 | 0.97 | 62% | 139.5 | 0.75 | 0.18 | 0.21 | 0.23 | 32% | 11% | 5/47 | [28](/515737/burger-boyz-vs-blue-otter-funhavergg-zero-in-final-qualifier-groups-winners-n) | 647 | 670 | 152 | 186 | 201 |
| [Zoestol  UVA](/player/11696/zoestol) |  | 830 | 0.93 | 174.3 | 0.85 | 71% | 109.3 | 0.59 | 0.40 | 0.06 | 0.08 | 19% | 13% | 15/117 | [21](/526723/nightblood-gaming-vs-blue-otter-funhavergg-zero-in-lan-qf) | 490 | 579 | 333 | 53 | 63 |
| [Sayaplayer  RC](/player/4545/sayaplayer) | (+1) | 327 | 0.93 | 203.4 | 0.96 | 69% | 132.3 | 0.72 | 0.18 | 0.20 | 0.18 | 30% | 14% | 5/35 | [27](/510413/qt-dig-vs-reject-challengers-2025-japan-split-3-w1) | 235 | 245 | 59 | 65 | 59 |
| [Pa1nt  SRB](/player/23407/pa1nt) | (+1) | 413 | 0.93 | 216.5 | 0.94 | 70% | 144.0 | 0.75 | 0.20 | 0.17 | 0.19 | 23% | 11% | 2/18 | [28](/525297/shopify-rebellion-black-vs-burger-boyz-challengers-2025-north-america-ace-stage-3-r5) | 309 | 328 | 84 | 70 | 80 |
| [crazyguy  RRQ](/player/1430/crazyguy) | (+4) | 596 | 0.93 | 178.9 | 0.89 | 73% | 115.0 | 0.61 | 0.38 | 0.07 | 0.07 | 28% | 9% | 7/77 | [24](/530363/t1-vs-rex-regum-qeon-vct-2025-pacific-stage-2-lr3) | 365 | 412 | 228 | 44 | 40 |
| [er1no  Smal](/player/38174/er1no) | (+1) | 697 | 0.93 | 183.3 | 0.90 | 69% | 118.9 | 0.64 | 0.31 | 0.08 | 0.11 | 26% | 15% | 11/73 | [25](/527229/ssp-numina-vs-small-crew-game-changers-2025-emea-contenders-series-2-playoffs-uro16) | 449 | 499 | 213 | 54 | 77 |
| [baze  Arri](/player/30891/baze) |  | 224 | 0.93 | 176.6 | 0.82 | 69% | 116.7 | 0.63 | 0.29 | 0.03 | 0.05 | 29% | 8% | 5/66 | [20](/523200/blue-otter-vs-arrivalseven-funhavergg-plain-jane-5-group-stage-winners-c) | 142 | 174 | 65 | 7 | 11 |
| [Shizue  DREA](/player/6995/shizue) | (+2) | 305 | 0.93 | 171.7 | 0.88 | 63% | 114.7 | 0.60 | 0.26 | 0.06 | 0.11 | 25% | 15% | 9/59 | [27](/533520/paintress-vs-stellae-gaming-gc-game-changers-2025-brazil-last-chance-qualifier-lbf) | 184 | 210 | 78 | 19 | 34 |
| [UniqValkyrie  SZ](/player/51046/uniqvalkyrie) |  | 234 | 0.93 | 179.9 | 0.85 | 69% | 118.6 | 0.63 | 0.34 | 0.06 | 0.06 | 31% | 8% | 3/38 | [22](/521560/ssp-numina-vs-streamerzone-indigo-equal-esports-queens-2025-split-3-ubqf) | 148 | 174 | 79 | 14 | 14 |
| [LoyDreaM  GLAB](/player/33801/loydream) | (+1) | 296 | 0.93 | 179.3 | 0.87 | 76% | 117.5 | 0.64 | 0.42 | 0.05 | 0.10 | 21% | 3% | 1/34 | [19](/521220/team-secret-academy-vs-sharper-esport-challengers-2025-southeast-asia-split-3-w2) | 188 | 215 | 125 | 14 | 30 |
| [mikaya  SZ](/player/38985/mikaya) |  | 234 | 0.93 | 193.0 | 0.92 | 69% | 131.0 | 0.68 | 0.15 | 0.05 | 0.11 | 26% | 7% | 3/42 | [21](/508996/alternate-attax-ruby-vs-streamerzone-indigo-equal-esports-queens-2025-split-3-d4) | 160 | 174 | 36 | 11 | 26 |
| [Rouss  SIKO](/player/39718/rouss) | (+2) | 302 | 0.93 | 201.3 | 0.93 | 63% | 134.7 | 0.73 | 0.21 | 0.10 | 0.12 | 41% | 26% | 8/31 | [23](/519540/blx-corp-vs-hide-on-bush-challengers-2025-france-revolution-split-3-w3) | 219 | 235 | 64 | 31 | 37 |
| [tconda  ZEN.GC](/player/35876/tconda) |  | 268 | 0.93 | 213.8 | 0.98 | 65% | 142.2 | 0.74 | 0.18 | 0.12 | 0.13 | 25% | 20% | 5/25 | [26](/504889/university-war-gc-vs-zen-esports-gc-game-changers-2025-latam-south-stage-2-ubsf) | 198 | 203 | 49 | 32 | 34 |
| [pika  MKF](/player/22154/pika) |  | 332 | 0.93 | 185.5 | 0.95 | 71% | 126.7 | 0.64 | 0.26 | 0.06 | 0.09 | 37% | 28% | 7/25 | [23](/505094/koi-f-nix-vs-ucam-esports-club-challengers-2025-spain-rising-split-3-r3) | 214 | 226 | 87 | 20 | 30 |
| [Tacolilla  9ZG](/player/3828/tacolilla) | (+1) | 311 | 0.93 | 193.9 | 0.95 | 68% | 129.3 | 0.68 | 0.22 | 0.14 | 0.16 | 20% | 15% | 4/26 | [26](/505172/leviat-n-academy-vs-9z-team-challengers-2025-latam-south-ace-stage-2-w5) | 212 | 223 | 69 | 44 | 50 |
| [maripo  RIG.L](/player/29282/maripo) |  | 235 | 0.93 | 181.3 | 0.90 | 65% | 121.5 | 0.66 | 0.23 | 0.03 | 0.09 | 23% | 15% | 6/40 | [20](/494861/reignite-lily-vs-fennel-gc-game-changers-2025-japan-split-2-ubf) | 155 | 173 | 54 | 7 | 20 |
| [Bon  ding](/player/24587/bon) | (+2) | 590 | 0.93 | 170.3 | 0.87 | 69% | 109.5 | 0.62 | 0.34 | 0.07 | 0.05 | 33% | 7% | 6/87 | [22](/536966/overtake-vs-i-have-0-lcue-shark-attack-1-ro16) | 366 | 422 | 198 | 42 | 29 |
